,gene_name,protein_name
3163,Fcan01_06644,OXA58807
3164,Fcan01_07209,OXA58813
3165,Fcan01_07208,OXA58814
3166,Fcan01_08564,OXA58829
3167,Fcan01_06930,OXA58836
3168,Fcan01_07322,OXA58842
3169,Fcan01_07327,OXA58847
3170,Fcan01_07810,OXA58852
3171,Fcan01_07814,OXA58856
3172,Fcan01_04213,OXA58866
3173,Fcan01_06300,OXA58873
3174,Fcan01_06303,OXA58874
3175,Fcan01_06302,OXA58875
3176,Fcan01_04979,OXA58887
3177,Fcan01_04973,OXA58891
3178,Fcan01_04974,OXA58892
3179,Fcan01_04975,OXA58893
3180,Fcan01_04977,OXA58895
3181,Fcan01_04396,OXA58898
3182,Fcan01_04397,OXA58899
3183,Fcan01_04391,OXA58901
3184,Fcan01_05372,OXA58907
3185,Fcan01_05375,OXA58908
3186,Fcan01_04022,OXA58914
3187,Fcan01_04021,OXA58917
3188,Fcan01_05499,OXA58933
3189,Fcan01_05497,OXA58941
3190,Fcan01_05238,OXA58942
3191,Fcan01_05234,OXA58944
3192,Fcan01_05236,OXA58946
3193,Fcan01_05237,OXA58947
3194,Fcan01_05232,OXA58950
3195,Fcan01_04723,OXA58956
3196,Fcan01_04725,OXA58958
3197,Fcan01_04724,OXA58959
3198,Fcan01_04528,OXA58963
3199,Fcan01_04520,OXA58967
3200,Fcan01_04526,OXA58969
3201,Fcan01_04290,OXA58973
3202,Fcan01_04293,OXA58974
3203,Fcan01_04292,OXA58975
3204,Fcan01_04295,OXA58976
3205,Fcan01_04296,OXA58978
3206,Fcan01_04298,OXA58980
3207,Fcan01_04889,OXA58983
3208,Fcan01_04881,OXA58989
3209,Fcan01_04317,OXA58997
3210,Fcan01_04318,OXA59002
3211,Fcan01_04319,OXA59003
3212,Fcan01_05868,OXA59005
3213,Fcan01_05861,OXA59006
3214,Fcan01_06073,OXA59014
3215,Fcan01_06071,OXA59016
3216,Fcan01_06077,OXA59018
3217,Fcan01_06076,OXA59019
3218,Fcan01_06075,OXA59020
3219,Fcan01_06074,OXA59021
3220,Fcan01_06079,OXA59022
3221,Fcan01_06078,OXA59023
3222,Fcan01_05520,OXA59030
3223,Fcan01_05521,OXA59031
3224,Fcan01_06279,OXA59038
3225,Fcan01_06275,OXA59040
3226,Fcan01_06276,OXA59043
3227,Fcan01_06270,OXA59045
3228,Fcan01_04105,OXA59048
3229,Fcan01_04104,OXA59049
3230,Fcan01_04106,OXA59051
3231,Fcan01_04101,OXA59052
3232,Fcan01_04100,OXA59053
3233,Fcan01_04805,OXA59060
3234,Fcan01_04801,OXA59064
3235,Fcan01_04808,OXA59067
3236,Fcan01_04617,OXA59073
3237,Fcan01_04610,OXA59075
3238,Fcan01_04619,OXA59078
3239,Fcan01_04392,OXA59082
3240,Fcan01_04455,OXA59088
3241,Fcan01_04454,OXA59089
3242,Fcan01_04451,OXA59092
3243,Fcan01_04181,OXA59102
3244,Fcan01_04182,OXA59105
3245,Fcan01_06136,OXA59108
3246,Fcan01_05449,OXA59119
3247,Fcan01_05442,OXA59126
3248,Fcan01_05242,OXA59129
3249,Fcan01_06330,OXA59133
3250,Fcan01_06332,OXA59135
3251,Fcan01_05689,OXA59141
3252,Fcan01_05683,OXA59145
3253,Fcan01_05685,OXA59147
3254,Fcan01_04223,OXA59154
3255,Fcan01_04225,OXA59156
3256,Fcan01_04227,OXA59158
3257,Fcan01_04229,OXA59160
3258,Fcan01_04561,OXA59173
3259,Fcan01_04560,OXA59174
3260,Fcan01_06352,OXA59175
3261,Fcan01_05341,OXA59193
3262,Fcan01_05112,OXA59215
3263,Fcan01_05997,OXA59228
3264,Fcan01_04711,OXA59231
3265,Fcan01_05038,OXA59243
3266,Fcan01_05039,OXA59244
3267,Fcan01_04078,OXA59246
3268,Fcan01_04073,OXA59249
3269,Fcan01_04072,OXA59250
3270,Fcan01_05859,OXA59256
3271,Fcan01_06003,OXA59260
3272,Fcan01_06001,OXA59262
3273,Fcan01_04436,OXA59267
3274,Fcan01_06241,OXA59283
3275,Fcan01_06243,OXA59285
3276,Fcan01_06249,OXA59287
3277,Fcan01_04792,OXA59298
3278,Fcan01_06080,OXA59326
3279,Fcan01_06084,OXA59330
3280,Fcan01_05577,OXA59338
3281,Fcan01_05575,OXA59340
3282,Fcan01_05574,OXA59341
3283,Fcan01_05579,OXA59342
3284,Fcan01_04624,OXA59352
3285,Fcan01_04625,OXA59353
3286,Fcan01_05099,OXA59361
3287,Fcan01_05774,OXA59365
3288,Fcan01_05771,OXA59368
3289,Fcan01_06165,OXA59375
3290,Fcan01_05828,OXA59388
3291,Fcan01_06364,OXA59392
3292,Fcan01_06360,OXA59396
3293,Fcan01_04859,OXA59399
3294,Fcan01_04853,OXA59401
3295,Fcan01_04270,OXA59420
3296,Fcan01_06315,OXA59422
3297,Fcan01_05319,OXA59426
3298,Fcan01_05311,OXA59433
3299,Fcan01_05439,OXA59444
3300,Fcan01_05630,OXA59465
3301,Fcan01_05187,OXA59474
3302,Fcan01_05189,OXA59482
3303,Fcan01_04431,OXA59485
3304,Fcan01_04430,OXA59486
3305,Fcan01_04432,OXA59488
3306,Fcan01_04956,OXA59492
3307,Fcan01_04952,OXA59496
3308,Fcan01_04953,OXA59497
3309,Fcan01_04951,OXA59499
3310,Fcan01_05394,OXA59505
3311,Fcan01_05393,OXA59506
3312,Fcan01_04048,OXA59520
3313,Fcan01_04049,OXA59521
3314,Fcan01_06291,OXA59524
3315,Fcan01_05214,OXA59548
3316,Fcan01_05215,OXA59549
3317,Fcan01_04542,OXA59550
3318,Fcan01_04501,OXA59552
3319,Fcan01_04506,OXA59559
3320,Fcan01_04509,OXA59560
3321,Fcan01_05616,OXA59562
3322,Fcan01_05064,OXA59576
3323,Fcan01_05069,OXA59579
3324,Fcan01_04333,OXA59582
3325,Fcan01_04334,OXA59587
3326,Fcan01_05887,OXA59591
3327,Fcan01_05889,OXA59599
3328,Fcan01_06052,OXA59606
3329,Fcan01_06057,OXA59609
3330,Fcan01_05508,OXA59611
3331,Fcan01_05174,OXA59623
3332,Fcan01_06219,OXA59625
3333,Fcan01_05742,OXA59637
3334,Fcan01_04164,OXA59648
3335,Fcan01_05244,OXA59650
3336,Fcan01_06158,OXA59651
3337,Fcan01_06156,OXA59655
3338,Fcan01_06153,OXA59660
3339,Fcan01_05150,OXA59671
3340,Fcan01_05153,OXA59672
3341,Fcan01_05856,OXA59686
3342,Fcan01_05857,OXA59687
3343,Fcan01_04571,OXA59693
3344,Fcan01_04573,OXA59695
3345,Fcan01_05584,OXA59700
3346,Fcan01_04987,OXA59705
3347,Fcan01_04986,OXA59706
3348,Fcan01_04983,OXA59709
3349,Fcan01_04672,OXA59714
3350,Fcan01_04679,OXA59721
3351,Fcan01_04678,OXA59722
3352,Fcan01_05106,OXA59723
3353,Fcan01_05100,OXA59728
3354,Fcan01_04478,OXA59730
3355,Fcan01_04475,OXA59731
3356,Fcan01_04474,OXA59732
3357,Fcan01_04471,OXA59735
3358,Fcan01_05460,OXA59744
3359,Fcan01_05468,OXA59748
3360,Fcan01_06318,OXA59749
3361,Fcan01_06319,OXA59750
3362,Fcan01_05663,OXA59755
3363,Fcan01_04205,OXA59766
3364,Fcan01_04203,OXA59768
3365,Fcan01_05730,OXA59773
3366,Fcan01_05737,OXA59778
3367,Fcan01_04462,OXA59780
3368,Fcan01_04904,OXA59790
3369,Fcan01_04902,OXA59795
3370,Fcan01_05362,OXA59802
3371,Fcan01_05363,OXA59803
3372,Fcan01_05360,OXA59804
3373,Fcan01_05976,OXA59808
3374,Fcan01_05975,OXA59809
3375,Fcan01_04286,OXA59827
3376,Fcan01_04282,OXA59830
3377,Fcan01_04283,OXA59831
3378,Fcan01_04280,OXA59832
3379,Fcan01_04281,OXA59833
3380,Fcan01_05565,OXA59835
3381,Fcan01_06316,OXA59836
3382,Fcan01_06314,OXA59837
3383,Fcan01_06310,OXA59838
3384,Fcan01_06311,OXA59839
3385,Fcan01_04094,OXA59845
3386,Fcan01_04090,OXA59849
3387,Fcan01_06063,OXA59865
3388,Fcan01_06064,OXA59866
3389,Fcan01_06067,OXA59869
3390,Fcan01_06263,OXA59878
3391,Fcan01_06260,OXA59879
3392,Fcan01_06267,OXA59882
3393,Fcan01_05797,OXA59890
3394,Fcan01_05796,OXA59891
3395,Fcan01_04118,OXA59896
3396,Fcan01_05165,OXA59917
3397,Fcan01_04535,OXA59929
3398,Fcan01_05177,OXA59933
3399,Fcan01_04285,OXA59934
3400,Fcan01_04289,OXA59937
3401,Fcan01_05170,OXA59940
3402,Fcan01_05555,OXA59959
3403,Fcan01_04603,OXA59966
3404,Fcan01_04601,OXA59968
3405,Fcan01_04604,OXA59971
3406,Fcan01_04605,OXA59972
3407,Fcan01_05712,OXA59976
3408,Fcan01_05717,OXA59979
3409,Fcan01_05715,OXA59981
3410,Fcan01_05173,OXA59984
3411,Fcan01_06103,OXA59996
3412,Fcan01_06100,OXA59999
3413,Fcan01_05452,OXA60010
3414,Fcan01_05453,OXA60011
3415,Fcan01_06345,OXA60014
3416,Fcan01_06344,OXA60015
3417,Fcan01_06343,OXA60020
3418,Fcan01_06342,OXA60021
3419,Fcan01_04876,OXA60029
3420,Fcan01_05694,OXA60037
3421,Fcan01_05692,OXA60039
3422,Fcan01_05691,OXA60042
3423,Fcan01_04255,OXA60043
3424,Fcan01_04257,OXA60045
3425,Fcan01_04250,OXA60048
3426,Fcan01_04443,OXA60053
3427,Fcan01_04429,OXA60055
3428,Fcan01_06231,OXA60056
3429,Fcan01_06236,OXA60063
3430,Fcan01_05085,OXA60064
3431,Fcan01_05084,OXA60065
3432,Fcan01_04931,OXA60075
3433,Fcan01_04682,OXA60089
3434,Fcan01_04686,OXA60093
3435,Fcan01_04685,OXA60096
3436,Fcan01_04689,OXA60098
3437,Fcan01_04148,OXA60099
3438,Fcan01_05989,OXA60113
3439,Fcan01_05982,OXA60118
3440,Fcan01_05983,OXA60119
3441,Fcan01_04765,OXA60122
3442,Fcan01_04760,OXA60127
3443,Fcan01_05619,OXA60133
3444,Fcan01_05052,OXA60138
3445,Fcan01_05053,OXA60139
3446,Fcan01_05009,OXA60144
3447,Fcan01_05008,OXA60145
3448,Fcan01_04064,OXA60149
3449,Fcan01_05821,OXA60157
3450,Fcan01_05820,OXA60158
3451,Fcan01_06038,OXA60164
3452,Fcan01_06032,OXA60170
3453,Fcan01_06030,OXA60172
3454,Fcan01_05906,OXA60173
3455,Fcan01_05907,OXA60174
3456,Fcan01_05901,OXA60180
3457,Fcan01_05278,OXA60191
3458,Fcan01_04547,OXA60194
3459,Fcan01_04546,OXA60195
3460,Fcan01_04541,OXA60196
3461,Fcan01_04540,OXA60197
3462,Fcan01_04358,OXA60198
3463,Fcan01_04354,OXA60204
3464,Fcan01_04355,OXA60205
3465,Fcan01_05562,OXA60219
3466,Fcan01_05568,OXA60223
3467,Fcan01_05569,OXA60224
3468,Fcan01_06238,OXA60228
3469,Fcan01_05762,OXA60229
3470,Fcan01_05767,OXA60234
3471,Fcan01_04490,OXA60240
3472,Fcan01_04149,OXA60245
3473,Fcan01_06178,OXA60253
3474,Fcan01_06179,OXA60254
3475,Fcan01_06173,OXA60256
3476,Fcan01_06170,OXA60257
3477,Fcan01_04386,OXA60263
3478,Fcan01_05130,OXA60273
3479,Fcan01_04269,OXA60291
3480,Fcan01_04267,OXA60295
3481,Fcan01_04260,OXA60296
3482,Fcan01_04261,OXA60297
3483,Fcan01_04263,OXA60299
3484,Fcan01_05725,OXA60303
3485,Fcan01_05723,OXA60305
3486,Fcan01_05720,OXA60306
3487,Fcan01_04658,OXA60315
3488,Fcan01_05799,OXA60324
3489,Fcan01_04416,OXA60336
3490,Fcan01_05407,OXA60345
3491,Fcan01_05648,OXA60360
3492,Fcan01_05645,OXA60361
3493,Fcan01_04383,OXA60378
3494,Fcan01_04381,OXA60380
3495,Fcan01_05385,OXA60382
3496,Fcan01_05380,OXA60385
3497,Fcan01_04033,OXA60397
3498,Fcan01_05816,OXA60404
3499,Fcan01_05959,OXA60416
3500,Fcan01_05958,OXA60417
3501,Fcan01_05954,OXA60419
3502,Fcan01_05957,OXA60420
3503,Fcan01_05956,OXA60421
3504,Fcan01_05952,OXA60425
3505,Fcan01_05483,OXA60428
3506,Fcan01_05482,OXA60429
3507,Fcan01_05481,OXA60430
3508,Fcan01_05485,OXA60434
3509,Fcan01_05226,OXA60439
3510,Fcan01_05307,OXA60447
3511,Fcan01_04514,OXA60451
3512,Fcan01_04519,OXA60458
3513,Fcan01_05805,OXA60461
3514,Fcan01_05804,OXA60462
3515,Fcan01_04544,OXA60479
3516,Fcan01_05076,OXA60481
3517,Fcan01_05073,OXA60486
3518,Fcan01_04301,OXA60496
3519,Fcan01_05895,OXA60501
3520,Fcan01_05897,OXA60503
3521,Fcan01_05898,OXA60508
3522,Fcan01_05899,OXA60509
3523,Fcan01_06048,OXA60510
3524,Fcan01_06046,OXA60512
3525,Fcan01_06047,OXA60513
3526,Fcan01_06044,OXA60514
3527,Fcan01_05533,OXA60524
3528,Fcan01_05531,OXA60526
3529,Fcan01_05530,OXA60527
3530,Fcan01_04553,OXA60529
3531,Fcan01_04531,OXA60530
3532,Fcan01_05793,OXA60532
3533,Fcan01_06201,OXA60537
3534,Fcan01_04177,OXA60551
3535,Fcan01_05162,OXA60554
3536,Fcan01_05312,OXA60556
3537,Fcan01_05143,OXA60560
3538,Fcan01_06220,OXA60583
3539,Fcan01_04996,OXA60594
3540,Fcan01_04995,OXA60597
3541,Fcan01_04666,OXA60604
3542,Fcan01_04669,OXA60607
3543,Fcan01_06123,OXA60619
3544,Fcan01_06126,OXA60624
3545,Fcan01_05478,OXA60625
3546,Fcan01_05470,OXA60629
3547,Fcan01_05406,OXA60635
3548,Fcan01_06329,OXA60637
3549,Fcan01_06328,OXA60638
3550,Fcan01_06322,OXA60640
3551,Fcan01_06325,OXA60645
3552,Fcan01_04235,OXA60663
3553,Fcan01_05353,OXA60677
3554,Fcan01_05352,OXA60678
3555,Fcan01_05357,OXA60681
3556,Fcan01_05354,OXA60684
3557,Fcan01_05961,OXA60692
3558,Fcan01_04709,OXA60705
3559,Fcan01_05847,OXA60709
3560,Fcan01_04548,OXA60712
3561,Fcan01_05029,OXA60713
3562,Fcan01_05027,OXA60717
3563,Fcan01_05026,OXA60718
3564,Fcan01_04080,OXA60727
3565,Fcan01_04083,OXA60730
3566,Fcan01_04598,OXA60735
3567,Fcan01_04595,OXA60740
3568,Fcan01_04591,OXA60744
3569,Fcan01_06014,OXA60746
3570,Fcan01_06017,OXA60747
3571,Fcan01_06010,OXA60750
3572,Fcan01_06255,OXA60757
3573,Fcan01_06253,OXA60759
3574,Fcan01_06251,OXA60761
3575,Fcan01_06259,OXA60763
3576,Fcan01_06258,OXA60764
3577,Fcan01_05780,OXA60765
3578,Fcan01_05782,OXA60767
3579,Fcan01_05783,OXA60768
3580,Fcan01_04784,OXA60779
3581,Fcan01_04122,OXA60789
3582,Fcan01_04120,OXA60791
3583,Fcan01_04373,OXA60798
3584,Fcan01_04378,OXA60801
3585,Fcan01_04448,OXA60819
3586,Fcan01_05546,OXA60823
3587,Fcan01_05544,OXA60825
3588,Fcan01_05541,OXA60830
3589,Fcan01_04637,OXA60836
3590,Fcan01_04635,OXA60838
3591,Fcan01_04634,OXA60839
3592,Fcan01_04632,OXA60841
3593,Fcan01_04631,OXA60842
3594,Fcan01_04786,OXA60844
3595,Fcan01_05700,OXA60847
3596,Fcan01_05705,OXA60852
3597,Fcan01_05251,OXA60862
3598,Fcan01_06114,OXA60867
3599,Fcan01_06119,OXA60872
3600,Fcan01_04863,OXA60880
3601,Fcan01_04248,OXA60887
3602,Fcan01_04243,OXA60890
3603,Fcan01_04240,OXA60891
3604,Fcan01_04245,OXA60896
3605,Fcan01_05094,OXA60901
3606,Fcan01_05096,OXA60903
3607,Fcan01_05097,OXA60904
3608,Fcan01_05090,OXA60905
3609,Fcan01_05320,OXA60911
3610,Fcan01_04380,OXA60922
3611,Fcan01_06191,OXA60929
3612,Fcan01_06194,OXA60932
3613,Fcan01_06195,OXA60933
3614,Fcan01_05425,OXA60942
3615,Fcan01_05424,OXA60943
3616,Fcan01_04773,OXA60949
3617,Fcan01_04776,OXA60952
3618,Fcan01_04775,OXA60955
3619,Fcan01_05622,OXA60959
3620,Fcan01_05626,OXA60963
3621,Fcan01_05625,OXA60964
3622,Fcan01_05192,OXA60969
3623,Fcan01_05194,OXA60971
3624,Fcan01_05601,OXA60976
3625,Fcan01_04557,OXA60987
3626,Fcan01_04942,OXA60994
3627,Fcan01_04949,OXA60999
3628,Fcan01_05012,OXA61005
3629,Fcan01_04051,OXA61009
3630,Fcan01_04050,OXA61010
3631,Fcan01_04056,OXA61012
3632,Fcan01_04055,OXA61013
3633,Fcan01_04054,OXA61014
3634,Fcan01_04058,OXA61016
3635,Fcan01_05838,OXA61017
3636,Fcan01_05839,OXA61018
3637,Fcan01_06028,OXA61019
3638,Fcan01_06027,OXA61024
3639,Fcan01_06021,OXA61026
3640,Fcan01_05932,OXA61032
3641,Fcan01_05937,OXA61035
3642,Fcan01_05935,OXA61037
3643,Fcan01_05204,OXA61040
3644,Fcan01_05207,OXA61041
3645,Fcan01_05203,OXA61045
3646,Fcan01_05209,OXA61047
3647,Fcan01_04328,OXA61054
3648,Fcan01_04325,OXA61055
3649,Fcan01_04320,OXA61060
3650,Fcan01_05514,OXA61065
3651,Fcan01_05517,OXA61066
3652,Fcan01_05516,OXA61067
3653,Fcan01_05519,OXA61072
3654,Fcan01_04492,OXA61075
3655,Fcan01_06284,OXA61076
3656,Fcan01_06285,OXA61077
3657,Fcan01_04169,OXA61090
3658,Fcan01_06228,OXA61092
3659,Fcan01_05758,OXA61103
3660,Fcan01_05287,OXA61114
3661,Fcan01_05280,OXA61117
3662,Fcan01_05282,OXA61119
3663,Fcan01_04158,OXA61120
3664,Fcan01_04154,OXA61124
3665,Fcan01_04152,OXA61125
3666,Fcan01_06148,OXA61130
3667,Fcan01_06143,OXA61135
3668,Fcan01_05121,OXA61140
3669,Fcan01_05124,OXA61143
3670,Fcan01_05126,OXA61145
3671,Fcan01_05129,OXA61148
3672,Fcan01_04836,OXA61154
3673,Fcan01_05595,OXA61162
3674,Fcan01_05594,OXA61163
3675,Fcan01_05591,OXA61166
3676,Fcan01_05592,OXA61169
3677,Fcan01_05033,OXA61171
3678,Fcan01_05037,OXA61175
3679,Fcan01_04647,OXA61180
3680,Fcan01_04645,OXA61182
3681,Fcan01_05087,OXA61187
3682,Fcan01_04401,OXA61192
3683,Fcan01_04406,OXA61197
3684,Fcan01_05418,OXA61207
3685,Fcan01_05419,OXA61208
3686,Fcan01_03159,OXA61223
3687,Fcan01_03485,OXA61227
3688,Fcan01_03483,OXA61233
3689,Fcan01_02684,OXA61239
3690,Fcan01_02687,OXA61242
3691,Fcan01_02688,OXA61243
3692,Fcan01_02689,OXA61244
3693,Fcan01_03974,OXA61257
3694,Fcan01_03979,OXA61264
3695,Fcan01_00442,OXA61270
3696,Fcan01_02537,OXA61279
3697,Fcan01_02532,OXA61282
3698,Fcan01_02531,OXA61285
3699,Fcan01_03722,OXA61288
3700,Fcan01_00261,OXA61299
3701,Fcan01_01616,OXA61310
3702,Fcan01_01617,OXA61311
3703,Fcan01_00988,OXA61316
3704,Fcan01_00986,OXA61320
3705,Fcan01_00819,OXA61321
3706,Fcan01_00818,OXA61322
3707,Fcan01_00816,OXA61328
3708,Fcan01_01071,OXA61334
3709,Fcan01_01076,OXA61335
3710,Fcan01_01381,OXA61344
3711,Fcan01_00381,OXA61353
3712,Fcan01_00035,OXA61367
3713,Fcan01_01801,OXA61373
3714,Fcan01_01800,OXA61374
3715,Fcan01_02608,OXA61381
3716,Fcan01_02601,OXA61384
3717,Fcan01_02606,OXA61389
3718,Fcan01_02607,OXA61390
3719,Fcan01_00998,OXA61395
3720,Fcan01_00995,OXA61400
3721,Fcan01_00990,OXA61403
3722,Fcan01_00172,OXA61416
3723,Fcan01_00173,OXA61417
3724,Fcan01_02829,OXA61419
3725,Fcan01_02826,OXA61421
3726,Fcan01_02827,OXA61422
3727,Fcan01_03055,OXA61430
3728,Fcan01_02019,OXA61433
3729,Fcan01_02011,OXA61435
3730,Fcan01_02013,OXA61437
3731,Fcan01_02014,OXA61440
3732,Fcan01_03835,OXA61448
3733,Fcan01_00308,OXA61480
3734,Fcan01_00303,OXA61481
3735,Fcan01_00304,OXA61488
3736,Fcan01_03579,OXA61489
3737,Fcan01_03572,OXA61494
3738,Fcan01_03575,OXA61495
3739,Fcan01_03577,OXA61497
3740,Fcan01_03576,OXA61498
3741,Fcan01_02192,OXA61507
3742,Fcan01_01554,OXA61522
3743,Fcan01_01551,OXA61525
3744,Fcan01_01883,OXA61531
3745,Fcan01_00689,OXA61539
3746,Fcan01_00682,OXA61544
3747,Fcan01_03358,OXA61549
3748,Fcan01_02403,OXA61571
3749,Fcan01_02407,OXA61575
3750,Fcan01_00498,OXA61586
3751,Fcan01_00496,OXA61588
3752,Fcan01_00491,OXA61593
3753,Fcan01_01848,OXA61595
3754,Fcan01_02728,OXA61598
3755,Fcan01_02721,OXA61601
3756,Fcan01_02726,OXA61604
3757,Fcan01_02725,OXA61605
3758,Fcan01_02090,OXA61608
3759,Fcan01_02095,OXA61611
3760,Fcan01_02094,OXA61612
3761,Fcan01_03256,OXA61621
3762,Fcan01_03252,OXA61625
3763,Fcan01_01494,OXA61627
3764,Fcan01_01495,OXA61628
3765,Fcan01_01499,OXA61636
3766,Fcan01_00725,OXA61637
3767,Fcan01_03823,OXA61647
3768,Fcan01_03825,OXA61653
3769,Fcan01_01932,OXA61662
3770,Fcan01_01931,OXA61663
3771,Fcan01_03643,OXA61667
3772,Fcan01_03641,OXA61669
3773,Fcan01_03647,OXA61671
3774,Fcan01_02113,OXA61682
3775,Fcan01_00601,OXA61692
3776,Fcan01_02933,OXA61698
3777,Fcan01_02930,OXA61699
3778,Fcan01_02931,OXA61700
3779,Fcan01_01358,OXA61706
3780,Fcan01_01354,OXA61709
3781,Fcan01_02481,OXA61717
3782,Fcan01_02487,OXA61719
3783,Fcan01_02485,OXA61721
3784,Fcan01_02489,OXA61723
3785,Fcan01_02302,OXA61731
3786,Fcan01_01767,OXA61735
3787,Fcan01_01768,OXA61742
3788,Fcan01_03945,OXA61747
3789,Fcan01_03946,OXA61748
3790,Fcan01_03947,OXA61749
3791,Fcan01_02565,OXA61764
3792,Fcan01_02569,OXA61772
3793,Fcan01_01145,OXA61777
3794,Fcan01_01141,OXA61781
3795,Fcan01_00948,OXA61785
3796,Fcan01_03777,OXA61790
3797,Fcan01_03772,OXA61795
3798,Fcan01_00235,OXA61800
3799,Fcan01_00232,OXA61803
3800,Fcan01_00865,OXA61818
3801,Fcan01_00869,OXA61820
3802,Fcan01_00007,OXA61827
3803,Fcan01_03125,OXA61839
3804,Fcan01_03121,OXA61843
3805,Fcan01_03129,OXA61845
3806,Fcan01_02656,OXA61847
3807,Fcan01_02655,OXA61848
3808,Fcan01_02654,OXA61849
3809,Fcan01_02389,OXA61856
3810,Fcan01_02384,OXA61859
3811,Fcan01_02380,OXA61863
3812,Fcan01_01254,OXA61870
3813,Fcan01_02876,OXA61873
3814,Fcan01_02873,OXA61876
3815,Fcan01_03083,OXA61884
3816,Fcan01_02027,OXA61897
3817,Fcan01_01640,OXA61901
3818,Fcan01_01642,OXA61903
3819,Fcan01_01645,OXA61904
3820,Fcan01_01647,OXA61906
3821,Fcan01_03867,OXA61912
3822,Fcan01_00510,OXA61921
3823,Fcan01_00516,OXA61923
3824,Fcan01_00376,OXA61946
3825,Fcan01_00378,OXA61950
3826,Fcan01_00379,OXA61951
3827,Fcan01_03542,OXA61953
3828,Fcan01_03549,OXA61956
3829,Fcan01_03364,OXA61982
3830,Fcan01_03367,OXA61985
3831,Fcan01_03368,OXA61986
3832,Fcan01_03002,OXA62012
3833,Fcan01_03005,OXA62013
3834,Fcan01_03004,OXA62014
3835,Fcan01_03006,OXA62016
3836,Fcan01_03009,OXA62017
3837,Fcan01_03802,OXA62019
3838,Fcan01_02752,OXA62024
3839,Fcan01_02753,OXA62025
3840,Fcan01_02757,OXA62029
3841,Fcan01_02754,OXA62030
3842,Fcan01_02755,OXA62031
3843,Fcan01_01196,OXA62038
3844,Fcan01_01443,OXA62045
3845,Fcan01_01447,OXA62049
3846,Fcan01_00713,OXA62064
3847,Fcan01_02278,OXA62076
3848,Fcan01_02271,OXA62077
3849,Fcan01_02272,OXA62080
3850,Fcan01_02274,OXA62082
3851,Fcan01_02276,OXA62084
3852,Fcan01_00655,OXA62085
3853,Fcan01_02451,OXA62097
3854,Fcan01_02455,OXA62101
3855,Fcan01_03461,OXA62107
3856,Fcan01_03467,OXA62109
3857,Fcan01_03466,OXA62110
3858,Fcan01_02336,OXA62119
3859,Fcan01_02337,OXA62120
3860,Fcan01_02332,OXA62123
3861,Fcan01_01739,OXA62125
3862,Fcan01_01734,OXA62128
3863,Fcan01_01733,OXA62133
3864,Fcan01_03205,OXA62141
3865,Fcan01_02556,OXA62149
3866,Fcan01_01115,OXA62157
3867,Fcan01_00798,OXA62172
3868,Fcan01_01948,OXA62177
3869,Fcan01_01949,OXA62178
3870,Fcan01_01942,OXA62183
3871,Fcan01_02148,OXA62188
3872,Fcan01_03427,OXA62197
3873,Fcan01_02969,OXA62207
3874,Fcan01_02968,OXA62208
3875,Fcan01_00431,OXA62219
3876,Fcan01_01091,OXA62221
3877,Fcan01_01329,OXA62231
3878,Fcan01_01324,OXA62234
3879,Fcan01_00056,OXA62243
3880,Fcan01_03175,OXA62255
3881,Fcan01_03177,OXA62257
3882,Fcan01_03176,OXA62258
3883,Fcan01_03171,OXA62259
3884,Fcan01_03173,OXA62261
3885,Fcan01_03911,OXA62268
3886,Fcan01_03918,OXA62275
3887,Fcan01_00465,OXA62279
3888,Fcan01_02889,OXA62294
3889,Fcan01_02887,OXA62296
3890,Fcan01_03705,OXA62307
3891,Fcan01_03701,OXA62311
3892,Fcan01_00249,OXA62321
3893,Fcan01_02079,OXA62322
3894,Fcan01_02077,OXA62324
3895,Fcan01_02074,OXA62327
3896,Fcan01_02072,OXA62329
3897,Fcan01_01670,OXA62334
3898,Fcan01_01673,OXA62337
3899,Fcan01_01676,OXA62340
3900,Fcan01_00653,OXA62344
3901,Fcan01_01018,OXA62356
3902,Fcan01_01019,OXA62357
3903,Fcan01_01017,OXA62365
3904,Fcan01_03512,OXA62373
3905,Fcan01_01820,OXA62379
3906,Fcan01_02822,OXA62387
3907,Fcan01_02825,OXA62390
3908,Fcan01_02627,OXA62396
3909,Fcan01_02624,OXA62397
3910,Fcan01_02628,OXA62403
3911,Fcan01_03992,OXA62408
3912,Fcan01_03994,OXA62414
3913,Fcan01_00973,OXA62432
3914,Fcan01_01203,OXA62438
3915,Fcan01_00154,OXA62451
3916,Fcan01_01785,OXA62456
3917,Fcan01_01787,OXA62458
3918,Fcan01_01783,OXA62462
3919,Fcan01_02805,OXA62466
3920,Fcan01_02802,OXA62467
3921,Fcan01_02801,OXA62470
3922,Fcan01_03031,OXA62476
3923,Fcan01_03032,OXA62477
3924,Fcan01_03786,OXA62483
3925,Fcan01_03784,OXA62485
3926,Fcan01_03788,OXA62491
3927,Fcan01_03789,OXA62492
3928,Fcan01_02789,OXA62493
3929,Fcan01_03819,OXA62504
3930,Fcan01_03817,OXA62506
3931,Fcan01_01431,OXA62527
3932,Fcan01_03751,OXA62534
3933,Fcan01_03750,OXA62535
3934,Fcan01_00323,OXA62540
3935,Fcan01_00322,OXA62541
3936,Fcan01_00325,OXA62542
3937,Fcan01_03596,OXA62549
3938,Fcan01_03592,OXA62553
3939,Fcan01_03598,OXA62557
